merchant_id,merchant_name,merchant_tier,cuisine,city,behavior_class,bias_mean,bias_std,has_iot_beacon,avg_daily_orders,merchant_skill,predicted_behavior,mean_residual,std_residual,clean_count,cluster_id
M0022,Pizza Bangalore #22 (LC),large_chain,Pizza,Bangalore,accurate_marker,0.358,0.198,True,169,1.006,accurate_marker,-0.03788697788697791,4.0832986709835,407,2
M0023,Burger Mumbai #23 (LC),large_chain,Burger,Mumbai,early_marker,-2.273,0.493,False,80,1.0878,early_marker,-2.0441414141414143,1.8562113103786366,99,0
M0024,Biryani Chennai #24 (LC),large_chain,Biryani,Chennai,accurate_marker,0.196,0.169,True,191,1.0276,early_marker,-7.10498861047836,9.487610904405072,439,2
M0025,Biryani Hyderabad #25 (LC),large_chain,Biryani,Hyderabad,early_marker,-1.757,0.75,False,88,0.8894,early_marker,-2.3286363636363636,3.022174984634669,132,2
M0026,Mughlai Pune #26 (LC),large_chain,Mughlai,Pune,late_marker,2.916,0.921,False,192,0.8308,late_marker,2.7380708661417326,1.5498350731130788,254,2
M0027,Burger Ahmedabad #27 (LC),large_chain,Burger,Ahmedabad,early_marker,-3.746,0.632,True,189,1.0244,early_marker,-1.3012142857142857,5.691759080783871,420,2
M0028,Burger Pune #28 (LC),large_chain,Burger,Pune,early_marker,-2.22,0.419,True,99,0.9332,accurate_marker,0.24313084112149533,5.168449700968244,214,2
M0029,South_Indian Chennai #29 (LC),large_chain,South_Indian,Chennai,accurate_marker,0.043,0.253,False,101,0.872,accurate_marker,-0.18099290780141847,1.3399116735092969,141,0
M0030,Chinese Jaipur #30 (LC),large_chain,Chinese,Jaipur,late_marker,3.709,0.856,False,107,1.0845,late_marker,3.146715328467153,2.5892953020104352,137,1
M0031,Biryani Ahmedabad #31 (LC),large_chain,Biryani,Ahmedabad,accurate_marker,0.072,0.331,True,123,1.2202,early_marker,-8.367763157894736,11.315888517205344,304,2
M0032,Desserts Surat #32 (LC),large_chain,Desserts,Surat,accurate_marker,-0.485,0.378,False,132,1.0361,accurate_marker,-0.02945355191256828,2.4686361690047876,183,2
M0033,Indian Jaipur #33 (LC),large_chain,Indian,Jaipur,accurate_marker,-0.309,0.181,False,97,1.0284,accurate_marker,-0.5315671641791043,1.644878519854617,134,0
M0034,South_Indian Surat #34 (LC),large_chain,South_Indian,Surat,accurate_marker,-0.403,0.285,False,145,0.8771,accurate_marker,-0.48555066079295156,1.3008190173060046,227,2
M0035,Chinese Mumbai #35 (LC),large_chain,Chinese,Mumbai,late_marker,1.978,0.796,False,121,1.1547,late_marker,1.7367955801104973,2.3274637381546452,181,2
M0036,Mughlai Kolkata #36 (LC),large_chain,Mughlai,Kolkata,late_marker,3.29,0.651,False,144,0.7855,late_marker,2.623478260869565,2.893408726150516,207,1
M0037,Indian Delhi #37 (LC),large_chain,Indian,Delhi,late_marker,1.597,0.705,False,142,0.768,late_marker,1.230047169811321,1.9869232443169806,212,2
M0038,Pizza Delhi #38 (LC),large_chain,Pizza,Delhi,accurate_marker,0.091,0.109,True,149,0.9016,accurate_marker,0.22747945205479445,4.7869897171877485,365,2
M0039,Chinese Hyderabad #39 (LC),large_chain,Chinese,Hyderabad,late_marker,2.45,0.976,False,85,0.7758,late_marker,2.2119285714285715,1.4777179063300923,140,1
M0040,Pizza Hyderabad #40 (LC),large_chain,Pizza,Hyderabad,accurate_marker,0.226,0.393,False,109,0.7705,accurate_marker,0.7084146341463415,2.120091136779451,164,2
M0041,Chinese Delhi #41 (LC),large_chain,Chinese,Delhi,accurate_marker,-0.249,0.155,True,88,1.0942,early_marker,-3.4678403755868543,5.91779894645182,213,2
M0042,Desserts Bangalore #42 (LC),large_chain,Desserts,Bangalore,accurate_marker,-0.26,0.128,True,188,0.89,late_marker,3.0439414414414414,5.85008599085523,444,2
M0043,South_Indian Surat #43 (LC),large_chain,South_Indian,Surat,accurate_marker,0.112,0.226,True,95,0.8293,accurate_marker,0.16063636363636363,4.100644292237139,220,2
M0044,Chinese Bangalore #44 (LC),large_chain,Chinese,Bangalore,early_marker,-3.765,0.456,False,148,0.9871,early_marker,-3.8019444444444446,1.1469072331929853,216,2
M0045,Pizza Bangalore #45 (LC),large_chain,Pizza,Bangalore,accurate_marker,-0.327,0.23,True,89,1.2246,early_marker,-2.598663366336634,5.3200378459306,202,2
M0046,Biryani Ahmedabad #46 (LC),large_chain,Biryani,Ahmedabad,early_marker,-1.666,0.551,False,188,0.8315,early_marker,-2.113884892086331,2.265953154390811,278,2
M0047,Burger Bangalore #47 (LC),large_chain,Burger,Bangalore,early_marker,-2.536,0.77,False,129,1.0367,early_marker,-2.0070526315789476,2.321948585845625,190,2
M0048,Thai Bangalore #48 (LC),large_chain,Thai,Bangalore,late_marker,3.691,0.874,False,122,0.8479,late_marker,3.647263157894737,1.6500257763612793,190,1
M0049,Indian Bangalore #49 (LC),large_chain,Indian,Bangalore,early_marker,-3.764,0.642,True,87,0.9427,early_marker,-5.439813953488372,5.13140349557349,215,2
M0050,Chinese Pune #50 (LC),large_chain,Chinese,Pune,accurate_marker,-0.004,0.308,True,154,1.1887,early_marker,-3.291386430678466,6.208963707467112,339,2
M0051,Thai Chennai #51 (LC),large_chain,Thai,Chennai,accurate_marker,-0.323,0.325,False,128,1.1158,accurate_marker,-0.7594527363184082,1.7696115955217333,201,2
M0052,Biryani Bangalore #52 (LC),large_chain,Biryani,Bangalore,accurate_marker,0.367,0.269,True,134,1.1254,early_marker,-7.729102990033223,11.027819950441597,301,2
M0053,Indian Chennai #53 (LC),large_chain,Indian,Chennai,late_marker,3.268,0.879,True,138,0.8,accurate_marker,0.26212025316455695,5.741990053628576,316,2
M0054,Healthy Bangalore #54 (LC),large_chain,Healthy,Bangalore,late_marker,2.742,0.97,False,131,1.0367,late_marker,2.797378640776699,1.743593687937281,206,1
M0055,Chinese Pune #55 (LC),large_chain,Chinese,Pune,accurate_marker,-0.171,0.302,False,102,1.1406,accurate_marker,-0.39005681818181803,1.840315344766168,176,2
M0056,Healthy Bangalore #56 (LC),large_chain,Healthy,Bangalore,late_marker,4.986,0.339,False,172,0.9255,late_marker,5.110526315789474,1.5694608773215328,247,1
M0057,Indian Bangalore #57 (LC),large_chain,Indian,Bangalore,accurate_marker,0.118,0.13,True,92,0.8613,early_marker,-2.2412735849056604,5.506310621835012,212,2
M0058,Desserts Delhi #58 (LC),large_chain,Desserts,Delhi,early_marker,-2.717,0.417,False,188,0.9353,early_marker,-2.27084,2.456430560548208,250,2
M0059,Healthy Kolkata #59 (LC),large_chain,Healthy,Kolkata,late_marker,4.137,0.563,True,140,0.939,late_marker,4.250965732087227,4.102847487044459,321,1
M0060,Biryani Pune #60 (LC),large_chain,Biryani,Pune,accurate_marker,-0.066,0.176,False,137,1.1205,early_marker,-1.253684210526316,4.526047261694611,190,2
M0061,Mughlai Chennai #61 (LC),large_chain,Mughlai,Chennai,accurate_marker,0.181,0.171,False,192,0.7914,accurate_marker,-0.017398648648648565,1.714009371411459,296,2
M0062,Chinese Hyderabad #62 (LC),large_chain,Chinese,Hyderabad,late_marker,4.923,0.689,True,159,1.0139,accurate_marker,0.6379687500000001,7.31063148283868,384,2
M0063,Indian Jaipur #63 (LC),large_chain,Indian,Jaipur,accurate_marker,0.469,0.257,False,93,0.8972,accurate_marker,0.12415492957746471,1.9912582867320534,142,0
M0064,South_Indian Jaipur #64 (LC),large_chain,South_Indian,Jaipur,accurate_marker,0.237,0.375,False,95,1.1951,accurate_marker,-0.07221476510067115,1.7711547026138996,149,0
M0065,Burger Delhi #65 (LC),large_chain,Burger,Delhi,accurate_marker,-0.312,0.239,True,129,0.883,late_marker,1.4693265993265994,4.895957331681741,297,2
M0066,Biryani Delhi #66 (LC),large_chain,Biryani,Delhi,accurate_marker,-0.468,0.184,False,156,1.0924,early_marker,-1.3842424242424243,4.3695591472109605,231,2
M0067,Desserts Bangalore #67 (LC),large_chain,Desserts,Bangalore,late_marker,4.824,0.808,False,145,0.7914,late_marker,5.292925531914894,2.7976052507117353,188,1
M0068,Pizza Ahmedabad #68 (LC),large_chain,Pizza,Ahmedabad,early_marker,-2.972,0.689,False,190,0.8252,early_marker,-2.5639543726235745,2.1576374974562524,263,2
M0069,Chinese Hyderabad #69 (LC),large_chain,Chinese,Hyderabad,late_marker,4.447,0.887,False,178,0.8169,late_marker,4.163604651162791,1.8808690222577409,258,1
M0070,Indian Bangalore #70 (LC),large_chain,Indian,Bangalore,accurate_marker,0.034,0.325,False,102,1.1345,accurate_marker,-0.7955395683453237,3.168609435932577,139,2
M0071,Mughlai Surat #71 (LC),large_chain,Mughlai,Surat,early_marker,-2.874,0.365,False,156,0.8536,early_marker,-3.3629694323144106,2.1973241110636175,229,2
M0072,South_Indian Ahmedabad #72 (LC),large_chain,South_Indian,Ahmedabad,early_marker,-3.328,0.311,False,133,1.1362,early_marker,-3.3675,0.9811470091438451,184,2
M0073,Mughlai Hyderabad #73 (LC),large_chain,Mughlai,Hyderabad,accurate_marker,0.061,0.363,False,191,0.99,accurate_marker,-0.5,2.772871782312871,280,2
M0074,Thai Delhi #74 (LC),large_chain,Thai,Delhi,accurate_marker,0.305,0.371,False,177,0.9253,accurate_marker,0.4537155963302752,1.682526751339254,218,2
M0075,Chinese Hyderabad #75 (LC),large_chain,Chinese,Hyderabad,accurate_marker,0.404,0.204,False,167,1.2052,accurate_marker,-0.14662650602409638,2.420780138070213,249,2
M0076,Pizza Mumbai #76 (LC),large_chain,Pizza,Mumbai,accurate_marker,0.296,0.238,False,96,0.8791,accurate_marker,0.3120143884892088,1.939160202161375,139,2
M0077,Healthy Delhi #77 (LC),large_chain,Healthy,Delhi,accurate_marker,-0.171,0.29,True,194,1.0186,late_marker,1.1180128205128206,4.479774689367899,468,2
M0078,Pizza Delhi #78 (LC),large_chain,Pizza,Delhi,accurate_marker,0.198,0.154,False,104,1.1984,accurate_marker,-0.07606451612903234,1.4774576693231554,155,2
M0079,Burger Delhi #79 (LC),large_chain,Burger,Delhi,early_marker,-3.519,0.32,True,171,0.9238,accurate_marker,-0.47443850267379684,5.916999192376876,374,2
M0080,Pizza Bangalore #80 (LC),large_chain,Pizza,Bangalore,accurate_marker,-0.144,0.368,True,169,1.0952,early_marker,-1.4873979591836737,4.300692368549056,392,2
M0081,Thai Bangalore #81 (LC),large_chain,Thai,Bangalore,accurate_marker,-0.418,0.362,False,140,0.7513,accurate_marker,-0.2064055299539168,1.41797259466766,217,2
M0082,Indian Ahmedabad #82 (LC),large_chain,Indian,Ahmedabad,accurate_marker,0.486,0.261,False,93,1.0591,accurate_marker,0.22598360655737706,1.6209407837803396,122,0
M0083,Chinese Delhi #83 (LC),large_chain,Chinese,Delhi,accurate_marker,-0.463,0.176,False,190,1.1722,accurate_marker,-0.9885034013605443,2.556744371236958,294,2
M0084,Indian Chennai #84 (LC),large_chain,Indian,Chennai,late_marker,2.74,0.578,True,198,0.9386,early_marker,-2.415219206680584,7.547309885676177,479,2
M0085,Chinese Bangalore #85 (LC),large_chain,Chinese,Bangalore,early_marker,-3.181,0.36,False,163,0.987,early_marker,-3.2415625,1.5979417157762474,224,2
M0086,Burger Delhi #86 (LC),large_chain,Burger,Delhi,accurate_marker,0.084,0.321,False,119,0.9658,accurate_marker,0.19888888888888884,1.16343569168891,162,2
M0087,Biryani Bangalore #87 (LC),large_chain,Biryani,Bangalore,accurate_marker,0.146,0.271,True,188,0.9152,early_marker,-5.085292841648589,8.103688355829414,461,2
M0088,Indian Surat #88 (LC),large_chain,Indian,Surat,early_marker,-3.087,0.544,False,141,0.8925,early_marker,-2.994611650485437,0.9151913539269413,206,2
M0089,Desserts Bangalore #89 (LC),large_chain,Desserts,Bangalore,early_marker,-2.689,0.505,False,174,1.1983,early_marker,-1.799956896551724,3.6716814386434233,232,2
M0090,Desserts Hyderabad #90 (LC),large_chain,Desserts,Hyderabad,early_marker,-1.562,0.545,False,141,1.2147,accurate_marker,-0.9837647058823529,2.530603911584513,170,2
M0091,Pizza Hyderabad #91 (LC),large_chain,Pizza,Hyderabad,accurate_marker,0.269,0.156,True,98,0.8498,accurate_marker,0.8881048387096774,4.245873829020395,248,2
M0092,Pizza Chennai #92 (LC),large_chain,Pizza,Chennai,accurate_marker,0.268,0.126,False,179,0.9103,accurate_marker,0.4137246963562754,1.1202826539373059,247,2
M0093,Chinese Hyderabad #93 (LC),large_chain,Chinese,Hyderabad,accurate_marker,0.049,0.265,True,119,1.1549,early_marker,-2.6590804597701148,5.670249885726222,261,2
M0094,Burger Mumbai #94 (LC),large_chain,Burger,Mumbai,accurate_marker,0.096,0.241,False,173,0.8033,accurate_marker,0.5495575221238939,2.4183839928093502,226,2
M0095,South_Indian Kolkata #95 (LC),large_chain,South_Indian,Kolkata,accurate_marker,0.433,0.397,True,178,0.7832,accurate_marker,0.3196882494004797,4.217815939180928,417,2
M0096,Pizza Chennai #96 (LC),large_chain,Pizza,Chennai,late_marker,1.989,0.857,True,109,1.1626,accurate_marker,-0.05301115241635699,5.155585748156226,269,2
M0097,Biryani Mumbai #97 (LC),large_chain,Biryani,Mumbai,accurate_marker,0.408,0.195,False,97,1.1583,accurate_marker,-0.8090780141843971,5.166074483826357,141,2
M0098,Chinese Delhi #98 (LC),large_chain,Chinese,Delhi,accurate_marker,-0.199,0.324,False,104,0.9277,accurate_marker,-0.20061068702290089,0.9744740243806405,131,0
M0099,Pizza Delhi #99 (LC),large_chain,Pizza,Delhi,early_marker,-3.427,0.571,False,146,1.0639,early_marker,-3.397905982905983,1.6044657018919857,234,2
M0100,Indian Mumbai #100 (MI),mid_independent,Indian,Mumbai,accurate_marker,0.12,0.26,False,55,1.2488,accurate_marker,0.13442857142857173,0.23793578304450547,70,0
M0101,South_Indian Chennai #101 (MI),mid_independent,South_Indian,Chennai,accurate_marker,-0.357,0.161,False,24,1.1884,accurate_marker,-0.7586666666666666,2.2910963093791095,30,0
M0102,Mughlai Delhi #102 (MI),mid_independent,Mughlai,Delhi,early_marker,-1.884,0.364,False,48,1.0199,early_marker,-2.5523437500000004,2.79175358340175,64,0
M0103,Chinese Delhi #103 (MI),mid_independent,Chinese,Delhi,accurate_marker,-0.488,0.28,False,45,0.8759,accurate_marker,-0.5616216216216214,0.3930388353603801,74,0
M0104,Indian Delhi #104 (MI),mid_independent,Indian,Delhi,late_marker,3.542,0.581,False,65,1.0575,late_marker,2.593636363636364,3.649757177985411,99,1
M0105,Indian Surat #105 (MI),mid_independent,Indian,Surat,early_marker,-3.36,0.663,False,63,1.0326,early_marker,-3.6392499999999997,2.1872077888011474,80,0
M0106,Desserts Pune #106 (MI),mid_independent,Desserts,Pune,accurate_marker,-0.347,0.273,False,73,0.7887,accurate_marker,0.11372340425531917,2.8168578483348994,94,0
M0107,Mughlai Bangalore #107 (MI),mid_independent,Mughlai,Bangalore,late_marker,1.93,0.465,False,55,0.8123,late_marker,1.9413414634146338,0.4593789747660327,82,1
M0108,Mughlai Surat #108 (MI),mid_independent,Mughlai,Surat,accurate_marker,0.091,0.22,False,28,0.8528,accurate_marker,-0.8912195121951221,2.6757991284118763,41,0
M0109,Burger Chennai #109 (MI),mid_independent,Burger,Chennai,early_marker,-2.964,0.732,False,26,0.9235,early_marker,-2.393333333333333,3.671841888908461,36,0
M0110,Chinese Chennai #110 (MI),mid_independent,Chinese,Chennai,early_marker,-2.869,0.37,False,26,0.8328,early_marker,-2.978620689655173,0.914868156535336,29,0
M0111,Biryani Bangalore #111 (MI),mid_independent,Biryani,Bangalore,accurate_marker,-0.222,0.166,False,68,0.839,accurate_marker,-0.43842592592592594,1.7413992451216778,108,0
M0112,Indian Jaipur #112 (MI),mid_independent,Indian,Jaipur,accurate_marker,-0.415,0.399,False,20,0.905,accurate_marker,-0.7692857142857145,2.2746248018998627,28,0
M0113,Chinese Delhi #113 (MI),mid_independent,Chinese,Delhi,accurate_marker,-0.151,0.24,False,48,0.986,accurate_marker,0.0007246376811596108,2.0735323078949257,69,0
M0114,Indian Hyderabad #114 (MI),mid_independent,Indian,Hyderabad,accurate_marker,-0.047,0.257,False,69,0.9985,accurate_marker,-0.3781132075471697,2.101857733035026,106,0
M0115,Indian Chennai #115 (MI),mid_independent,Indian,Chennai,accurate_marker,-0.424,0.326,False,38,1.072,early_marker,-1.4151470588235289,3.339706615341891,68,0
M0116,Indian Delhi #116 (MI),mid_independent,Indian,Delhi,early_marker,-2.21,0.629,True,74,0.8769,early_marker,-4.531272727272727,5.323853611128623,165,2
M0117,Pizza Mumbai #117 (MI),mid_independent,Pizza,Mumbai,accurate_marker,-0.161,0.271,False,47,0.8691,accurate_marker,-0.12983050847457625,1.1030295139788227,59,0
M0118,Biryani Bangalore #118 (MI),mid_independent,Biryani,Bangalore,accurate_marker,0.356,0.349,False,56,0.8205,accurate_marker,0.05864864864864884,2.0862487304423025,74,0
M0119,Chinese Delhi #119 (MI),mid_independent,Chinese,Delhi,early_marker,-2.417,0.668,False,67,0.8407,early_marker,-1.9301075268817205,1.8041302219844093,93,0
M0120,Chinese Hyderabad #120 (MI),mid_independent,Chinese,Hyderabad,late_marker,4.361,0.539,False,21,0.9315,late_marker,4.135116279069767,1.3030630070886706,43,1
M0121,Mughlai Bangalore #121 (MI),mid_independent,Mughlai,Bangalore,accurate_marker,0.274,0.209,False,54,1.2242,accurate_marker,-0.48924731182795667,2.9518613275131496,93,0
M0122,Indian Chennai #122 (MI),mid_independent,Indian,Chennai,late_marker,3.206,0.926,False,36,0.9924,late_marker,3.1674626865671645,1.0442502650279077,67,1
M0123,South_Indian Hyderabad #123 (MI),mid_independent,South_Indian,Hyderabad,accurate_marker,-0.097,0.165,False,65,1.2422,accurate_marker,-0.16666666666666674,1.4022549252906937,84,0
M0124,Indian Hyderabad #124 (MI),mid_independent,Indian,Hyderabad,accurate_marker,-0.482,0.374,False,55,0.999,accurate_marker,-0.9747619047619047,2.375968782091008,84,0
M0125,Chinese Bangalore #125 (MI),mid_independent,Chinese,Bangalore,accurate_marker,0.22,0.132,False,46,1.2,accurate_marker,-0.12473684210526327,1.391157156141141,57,0
M0126,Burger Ahmedabad #126 (MI),mid_independent,Burger,Ahmedabad,accurate_marker,0.165,0.153,False,45,0.9522,late_marker,1.1868055555555554,3.179452440407588,72,0
M0127,Chinese Chennai #127 (MI),mid_independent,Chinese,Chennai,accurate_marker,0.459,0.155,False,70,0.8727,accurate_marker,0.5701834862385319,0.8290902886669267,109,0
M0128,Biryani Delhi #128 (MI),mid_independent,Biryani,Delhi,accurate_marker,0.219,0.189,False,53,0.9483,accurate_marker,-0.4305813953488372,2.709083784625419,86,0
M0129,Indian Surat #129 (MI),mid_independent,Indian,Surat,accurate_marker,-0.23,0.262,False,71,0.7757,accurate_marker,-0.24569892473118288,0.9546526773939059,93,0
M0130,Burger Hyderabad #130 (MI),mid_independent,Burger,Hyderabad,accurate_marker,0.271,0.132,False,36,0.9564,accurate_marker,0.14756756756756773,0.9617848148260761,37,0
M0131,Burger Pune #131 (MI),mid_independent,Burger,Pune,accurate_marker,-0.424,0.123,True,70,0.8861,late_marker,1.1460119047619048,4.3547496459497355,168,2
M0132,Chinese Hyderabad #132 (MI),mid_independent,Chinese,Hyderabad,early_marker,-1.707,0.368,False,74,1.0107,early_marker,-1.8501869158878506,1.4746991898627695,107,0
M0133,Healthy Bangalore #133 (MI),mid_independent,Healthy,Bangalore,accurate_marker,0.139,0.328,False,35,1.1746,accurate_marker,0.41354166666666625,1.355537876415544,48,0
M0134,Pizza Mumbai #134 (MI),mid_independent,Pizza,Mumbai,early_marker,-1.531,0.772,False,29,1.0441,accurate_marker,-0.9292307692307693,2.1240371002501033,39,0
M0135,Pizza Jaipur #135 (MI),mid_independent,Pizza,Jaipur,accurate_marker,-0.187,0.136,False,70,1.2122,accurate_marker,-0.40101010101010126,1.4949332760685101,99,0
M0136,Healthy Jaipur #136 (MI),mid_independent,Healthy,Jaipur,accurate_marker,0.362,0.353,False,61,1.0723,accurate_marker,0.6582051282051283,1.9896424945394733,78,0
M0137,Chinese Pune #137 (MI),mid_independent,Chinese,Pune,accurate_marker,-0.019,0.365,False,45,1.1124,accurate_marker,-0.21428571428571436,1.1194444354928224,56,0
M0138,Biryani Bangalore #138 (MI),mid_independent,Biryani,Bangalore,accurate_marker,0.291,0.196,False,35,0.9634,early_marker,-1.1247727272727275,4.083211508875781,44,0
M0139,Chinese Ahmedabad #139 (MI),mid_independent,Chinese,Ahmedabad,accurate_marker,0.49,0.1,False,37,1.2195,accurate_marker,-0.03366666666666684,1.7291616139058978,60,0
M0140,Healthy Kolkata #140 (MI),mid_independent,Healthy,Kolkata,accurate_marker,0.267,0.221,False,76,1.0404,accurate_marker,0.701904761904762,2.6619029107439482,105,0
M0141,Chinese Mumbai #141 (MI),mid_independent,Chinese,Mumbai,early_marker,-3.159,0.561,False,68,0.8052,early_marker,-2.8746067415730336,1.8676535206338065,89,0
M0142,Biryani Delhi #142 (MI),mid_independent,Biryani,Delhi,accurate_marker,-0.266,0.113,True,65,0.7726,early_marker,-1.8378064516129033,3.999075911271747,155,2
M0143,Chinese Bangalore #143 (MI),mid_independent,Chinese,Bangalore,early_marker,-1.609,0.699,False,79,0.9588,early_marker,-1.7444329896907214,2.98001536946266,97,2
M0144,Healthy Ahmedabad #144 (MI),mid_independent,Healthy,Ahmedabad,accurate_marker,0.113,0.15,False,78,0.9508,accurate_marker,0.2713636363636364,1.7129278959276735,110,0
M0145,Biryani Kolkata #145 (MI),mid_independent,Biryani,Kolkata,late_marker,1.921,0.333,False,60,0.8432,late_marker,1.9376923076923078,0.5621231121048069,91,1
M0146,Chinese Chennai #146 (MI),mid_independent,Chinese,Chennai,early_marker,-1.577,0.742,False,77,1.0125,early_marker,-1.2720560747663552,2.1034808251399904,107,0
M0147,Pizza Mumbai #147 (MI),mid_independent,Pizza,Mumbai,accurate_marker,0.496,0.369,False,32,0.8619,accurate_marker,0.7353333333333334,1.0006443378689012,45,0
M0148,Burger Hyderabad #148 (MI),mid_independent,Burger,Hyderabad,accurate_marker,-0.409,0.363,False,47,0.9883,accurate_marker,-0.04859154929577445,1.5504545838234007,71,0
M0149,Mughlai Bangalore #149 (MI),mid_independent,Mughlai,Bangalore,early_marker,-3.177,0.766,False,53,0.9542,early_marker,-3.429193548387097,2.1571720242606465,62,0
M0150,Biryani Delhi #150 (MI),mid_independent,Biryani,Delhi,accurate_marker,-0.004,0.124,False,32,1.1972,accurate_marker,-0.004255319148935324,0.13259524355117683,47,0
M0151,Indian Jaipur #151 (MI),mid_independent,Indian,Jaipur,late_marker,3.306,0.935,False,59,1.089,late_marker,2.254941176470588,4.161286895595037,85,1
M0152,Biryani Hyderabad #152 (MI),mid_independent,Biryani,Hyderabad,late_marker,4.291,0.761,False,78,0.8302,late_marker,3.9014545454545453,2.5178415965374747,110,1
M0153,Biryani Mumbai #153 (MI),mid_independent,Biryani,Mumbai,late_marker,1.87,0.789,False,24,1.1904,late_marker,1.3404761904761904,2.550333266008967,42,1
M0154,Indian Ahmedabad #154 (MI),mid_independent,Indian,Ahmedabad,late_marker,1.951,0.535,False,50,0.7506,late_marker,1.8151515151515154,0.8613714331928739,66,1
M0155,South_Indian Hyderabad #155 (MI),mid_independent,South_Indian,Hyderabad,accurate_marker,-0.307,0.125,False,60,1.0659,accurate_marker,-0.3075308641975309,0.6733285432539554,81,0
M0156,Burger Mumbai #156 (MI),mid_independent,Burger,Mumbai,accurate_marker,0.28,0.132,False,29,0.9661,accurate_marker,0.6399999999999998,1.6560210996098268,35,0
M0157,Chinese Kolkata #157 (MI),mid_independent,Chinese,Kolkata,early_marker,-2.116,0.694,False,55,0.7839,early_marker,-1.986753246753247,0.7787210188211143,77,0
